,text,polarity
1995,متحف ممتاز يحتوي على العديد من الاشياء التراثيه,Positive
1996,حديقة جميلة ولكن تحتاج عناية واهتمام وفعاليات طباعة  لجذب الزوار وينقصها لوحات ارشادية واضحة  ولوحات تعريفية للحيوانات  وكذلك ينقصها طباعة وتوزيع خرائط للحديقة تريد الزوار,Positive
1997,جميل جدا يوجد هناك اثار نادره جدا انصح بالزياره,Positive
1998,اللهم صل وسلم وبارك على نبينا محمد وعلى اله وصحبه وسلم تسليما كثيرا  متحف رائع تعيش احداث واجواء السيرة النبوية  وتتعرف على تاريخ المدينة المنورة فيه كثير من الروحانية مهتمين بالنظافة الدخول بسعر رمزي حبذا لو اعتنوا بتنظيم الساحات الخارجية لانه واجهة للمكان لهم كل الشكر,Positive
1999,ممتاز ممتاز ممتاز ويستحق الزيارة,Positive
2000,تاريخي وانصح به,Neutral
2001,جميل وباذن الله لنا عوده  حبيت المكان,Positive
2002,استمتعت به واولادي كثيرا فعاليات متنوعة  يستحق الزيارة,Positive
2003,حديقة جيدة للتنزه يوجد  مصلى رجال ونساء  دورات مياه للرجال والنساء,Positive
2004,A تحفه  ما شاء الله,Positive
2005,غالي المفروض السعودي سعر والسائح سعر,Neutral
2006,جبل تاريخي معروف بمنطقة الاحساء يحتوي على عدة مغارات وتجويفات صخرية  اكثر ما يميز هذا الجبل اجواءه الباردة صيفا والدافئة شتاءا  كذلك يوجد به متحف للحضارات عند مدخل الجبل يحوي بعض المعلومات والمجسمات عن الحضارات المتعاقبة على الجزيرة,Positive
2007,مكان جميل ومخدم ونظيف  فيه العاب اطفال ومصلى وكفتريا وحمامات ومقاعد جلوسونواقف سيارات منظمة طبعا البحيرة رائعة تجد فيها الكثير من الاسماك وحولها الكثير من الطيور المتنوعة كبيرة الحجم,Positive
2008,قصر ابراهيم بن عفيصان,Positive
2009,يحتاج لتواجد عمال نظافه بشكل اكبر للابقاء على المكان نظيف,Negative
2010,ينصح بزيارتها,Neutral
2011,جدا جمميل وانبسطنا فيه كثير  والصغار اكثر  حبوووه بس رحنا قبل يقفل بساعتين ماكفانا  الوقت نشوفه كله خاصه انو فيه قسم خاص بالاطفال محتتاج وقت يلعبو فيه ويستمتعوو تجربه رائعه ولنا زياه لها ثانيه بوقت اوسع,Neutral
2012,من افضل المصايف في جنوب السعودية,Neutral
2013,هذه المنطقة يوجد فيها فقط التلفريك الذي ياخذك للاسفل حيث توجد العربات السريعة السباقات السريعة والالعاب المائية تكلفة التلفريك صعود ونزول  ريال تكلفة العربات السريعة   ريال,Positive
2014,المكان جميل ويحتاج الى العاب ترفيهي اكثر,Positive
2015,يحوي معلومات تاريخية قيمة و مميزة يعيب المكان ضيق الاروقة و الممرات,Positive
2016,لا باس به لكن يحتاج تطوير اكثر وزيادة المعروضات,Negative
2017,منطقة باردة وغير نظيفة ينصح بزيارتها في غير وقت العصر نظرا للازدحام الشديد,Negative
2018,ممتازه الان يوجد بها احتفالات وبازارت رمضانيه,Positive
2019,ما شاء الله به عرض تاريخي متسلسل وحضاري,Positive
2020,شغل جبار نشكر ارامكو على هذا المعرض,Positive
2021,متمتاز جدا,Neutral
2022,سئ,Neutral
2023,مركز جميل جدا لجميع الاعمار فيه اقسام مختلفة تناسب جميع الاعمار والاذواق بعض الاقسام تتطلب شراء تذاكر باسعار مناسبة للجميع حوالي  ريال للتذكرة الواحدة ينصح بزيارة المكان في غير اوقات الدروة كالصباح و ايام الاسبوع غير التي ليست اجازه,Positive
2024,مسجد بناة الرسول حين اتى الى الاحساء,Positive
2025,Impressive   رائع,Neutral
2026,ممتاز ومريح نفسيا ما شاء الله تبارك الله,Positive
2027,ماشاء الله تبارك الله اشكر القائمين عليه معلومات دقيقه تختصر شي كثير من الكتب وتطور معلوماتك,Positive
2028,اجمل مصيف في المملكة العربية السعودية,Positive
2029,اسعار مبالغ جدا جدا فيها قيمة الشخص الواحد  ريال ولا يوجد اي مرشد سياحي ولا اي خدمات تقدم لك بمجرد تدفع التذكره انتهت هنا وظيفتهم الشخص العادي وصاحب العائله الكبيره من الصعب عليه الدخول ولا توجد اي اضافات فقط الانوار ومكان عادي جدا جدا اتمنى اعاده تسعيره التذاكر لكي يستطيع العموم الدخول,Positive
2030,من ناحية الجلسه فهو جيد وفيه مسجد وبوفيات تلبي بعض من الطلبات ويسمح بادخال ماتريد من اكل وشرب المكان للعوائلاسوا مافي المكان هو عدم الاهتمام بالحيوانات الموجوده دائما ماعندهم اكل ودائما مستوى النظافه عندهم سيء,Positive
2031,حديقه روعه ويوجد اهتمام من قبل الهئيه الصناعيه,Positive
2032,من افضل الاماكن الي زرتها بس التكيفف ماش مكان في غاية الروعه جمع بين السيارات الاواني الاسلحه الملابس وكل م يخطر ببالك كبير فعلا رسوم الدخول كان ب قبل سنتين الكلام ذا,Positive
2033,تشوه بصري,Neutral
2034,مرا حمااس  استمتعت كثير 🤟,Neutral
2035,عادي ماينفع عوايل من الشباب وزحمتهم,Negative
2036,صارت اجمل وانظف بكثير مره انبسطت بزرياتها,Positive
2037,حديقة الملك فهد رائعة ومرتبة ونظيفة وبكل امانه تستحق الزيارة عدة مرات وفيها مواقف للكراسي المتحركة,Positive
2038,حديقة جميلة لكن تحتاج الى توفير مزيد من الخدمات,Positive
2039,يذكرني بماضي اجدادنا الجميل,Positive
2040,مكان جميل للاطفال وهو موجود في العثيم مول في السطح ويوجد الملاهي وجميع المطاعم انصح به للسياح الاسعار مرتفعه لا بد من تخفيظها انه الاطفال  المرافقين ,Positive
2041,منضر جميل وخلاب تنقصه شويه اهتمام وتصير جنه,Positive
2042,مكان جميل هادي نظيف متوفر جميع الخدمات,Positive
2043,حديقة جميلة يفضل الذهاب اليها صباحا اما في الليل فهي مظلمة وليس فيها احد ولا توجد خدمات قريبة مناه,Positive
